-184.000	2.935
-180.000	2.550
-176.000	2.192
-172.000	1.902
-168.000	1.704
-164.000	1.586
-160.000	1.519
-156.000	1.489
-152.000	1.489
-148.000	1.517
-144.000	1.561
-140.000	1.606
-136.000	1.780
-132.000	1.996
-128.000	2.390
-124.000	3.000
-120.000	3.806
-116.000	4.630
-112.000	5.138
-108.000	5.253
-104.000	5.310
-100.000	5.642
-96.000	6.286
-92.000	7.251
-88.000	8.424
-84.000	9.642
-80.000	10.771
-76.000	11.907
-72.000	13.306
-68.000	15.291
-64.000	17.938
-60.000	20.749
-56.000	22.814
-52.000	23.646
-48.000	23.534
-44.000	22.772
-40.000	21.297
-36.000	19.186
-32.000	17.051
-28.000	15.486
-24.000	14.859
-20.000	15.336
-16.000	16.780
-12.000	18.571
-8.000	20.154
-4.000	21.540
0.000	23.304
4.000	25.490
8.000	26.798
12.000	26.188
16.000	24.588
20.000	23.369
24.000	23.769
28.000	27.168
32.000	32.061
36.000	34.612
40.000	32.021
44.000	25.670
48.000	20.676
52.000	19.675
56.000	21.567
60.000	21.005
64.000	17.493
68.000	14.039
72.000	12.225
76.000	11.035
80.000	9.526
84.000	8.013
88.000	7.149
92.000	7.549
96.000	8.845
100.000	10.393
104.000	11.437
108.000	11.260
112.000	10.474
116.000	9.644
120.000	9.049
124.000	8.847
128.000	8.871
132.000	9.532
136.000	10.600
140.000	10.938
144.000	10.117
148.000	8.732
152.000	7.339
156.000	6.120
160.000	5.143
164.000	4.453
168.000	4.024
172.000	3.799
176.000	3.758
180.000	3.956
184.000	4.488
